FoodNumber	FoodName	FoodCategory	Base	FoodGroupCode	Dilution	Units	Description	Comment	EdiblePortion	WATER	TOTNIT	NCF	PROT	FAT	CHO	KCALS	KJ	ALCO	STAR	TOTSUG	AOAC	GLUC	FRUCT	MALT	LACT	SUCR	OSUG	FREESUG	SATFA	CMON	CN3	CN6	TRANS	CHOL	RET	TOTCAR	ACAR	BCAR	BCRYPT	VITA	VITD	THIA	RIBO	NIACEQU	VITC	VITE	VITB6	VITB12	FOLT	PANTO	BIOT	NA	K	CA	MG	P	FE	HFE	NHFE	CU	ZN	CL	I	MN	SE	Fruit	DriedFruit	FruitJuice	SmoothieFruit	Tomatoes	TomatoPuree	Brassicaceae	YellowRedGreen	Beans	Nuts	OtherVeg	Beef	Lamb	Pork	ProcessRedMeat	OtherRedMeat	Burgers	Sausages	Offal	Poultry	ProcessedPoultry	GameBirds	WhiteFish	OilyFish	CannedTuna	Shellfish	CottageCheese	CheddarCheese	OtherCheese
10715	WATER RETENTION TABLETS WITH DANDELION EXTRACT	F	1	54J	1	Capsule	 	NDNS RP yr3 13/12/10 EF	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10716	ASDA REDUCED SUGAR MILKSHAKE POWDER	F	100	50A	1	Grams	 	NDNS RP yr3 13/12/10 EF	1	1.6	.6	6.25	4	3	86.9	369	1569	0	40.7	46.2	1.5	0	0	0	0	46.2	0	46.2	1	1	.1	.2	0	0	1062	0	0	0	0	1062	6.6	1.9	2.1	24	80	0	2.7	0	266	.3	2	100	150	8	27	53	2	0	2	.1	.4	27	32	.02	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10717	SOLO WELLBEING FOR WOMEN SUPPLEMENT	F	1	54I	1	Capsule	 	NDNS RP yr3 13/12/10 EF	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	459	14	450	4	400	5	10	10	10	75	27	0	12.5	200	10	50	0	10	25	25	0	7	0	7	.5	7.5	0	75	2.5	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10718	DECAFFEINATED SKINNY LATTE (ESPRESSO AND SKIMMED MILK) TAKEAWAY ONLY	R	100	51A	1	Grams	 	NDNS RP yr3 13/12/10 EF	1	91.4	.5	6.37	3.2	.3	4.5	32	135	0	0	4.5	0	0	0	0	4.5	0	0	0	.15	.06	0	.01	.01	4	0	8	0	8	0	1	0	.02	.2	.8	.9	0	.1	.7	10	.4	2	42	156	113	12	86	0	0	0	0	.5	80	19	.01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10719	DECAFFEINATED SKINNY CAPPUCCINO (ESPRESSO AND SKIMMED MILK) TAKEAWAY ONLY	R	100	51A	1	Grams	 	NDNS RP yr3 13/12/10 EF	1	91.6	.5	6.36	3.1	.3	4.3	31	130	0	0	4.3	0	0	0	0	4.3	0	0	0	.15	.06	0	.01	.01	4	0	8	0	8	0	1	0	.02	.19	.8	.9	0	.1	.7	9	.4	2	41	155	109	12	84	0	0	0	0	.4	78	19	.01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10720	COW AND GATE TODDLER MEALS STAGE 3 (10MTH) WITH POULTRY, FORTIFIED	F	100	52R	1	Grams	C&G Little Steamed Meals with turkey/chicken. Conv to F code to add fort; 1935(27), 1711(10), 7988(10), 1734(3), 1786(3), 1743(2), 1915(2), 5000(12), 34(7), 42(9), 1829(4), 8(1.5), 871(1.5), 1148(8)	NDNS RP yr3 13/12/10 EF. Updated to poultry meals 17/02/11 EF	1	82.9	.6	6.18	3.8	1.9	9.5	68	287	0	7.2	2.3	2.1	.8	1	.1	0	.3	.1	.5	.29	.9	.12	.52	0	7	0	1983	414	1711	130	330	.01	.1	.1	1.8	14.6	.6	.2	.1	16	.4	2	16	181	14	11	47	.4	0	.4	.02	.3	41	2	.12	2	0	0	0	0	27	0	0	22	0	0	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
10721	COW AND GATE TODDLER MEALS STAGE 3 (10MTH) WITH BEEF, FORTIFIED	F	100	52R	1	Grams	Bolognese & beef casserole. Conv to F code: 1935(35), 1808(7), 1711(8), 1801(1.5), 1756(1.5), 1779(1), 1743(1), 1786(4), 7988(4), 1683(1), 1829(5.5), 34(10), 42(5.5), 5000(3), 8(1), 871(1), 9421(10)	NDNS RP yr3 13/12/10 EF	1	80.3	.8	6.18	4.6	2.8	9.8	81	342	0	7	2.8	2.1	.9	1	.1	0	.5	.2	.5	.76	1.2	.09	.43	.05	9	0	1506	328	1311	61	251	.07	.1	.1	2.2	12	.4	.2	.3	19	.3	2	17	204	15	12	53	.7	.1	.7	.03	.9	50	2	.14	2	0	0	0	0	35	1	0	12	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10722	ACAI BERRY JUICE DRINK WITH VITAMIN B6	F	100	57C	1	Grams	Based on 51% pomegranate (closest to acai) and 49% mineral water. Updated to F code to add B6	NDNS RP yr3 13/12/10 EF	1	87	.1	6.25	.5	1.3	11	55	233	0	0	11	3.2	5.6	5.2	0	0	.2	0	11	.2	.5	.01	.1	0	0	0	17	13	10	0	3	0	.01	.02	.1	4.1	.1	2	0	7	.3	0	10	102	2	2	4	.1	0	.1	.04	0	27	1	0	1	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10723	SALSA, PURCHASED, JAR-BASED PRODUCTS ONLY	R	100	50R	1	Grams	Jar products only; 4 brands, 6 products (El Paso, Doritos, Sainsburys, Tesco)	NDNS RP yr3 21/12/10 EF	1	88	.2	6.24	1.2	.4	6.6	33	140	0	1.9	4.6	1.5	2	2.4	0	0	.2	.1	1.9	.06	.12	.02	.16	0	0	0	507	3	479	53	85	0	.12	.02	.9	31	1.4	.2	0	14	.1	1	219	325	16	16	32	.5	0	.5	.09	.2	423	3	.15	0	0	0	0	0	54	14	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10724	HOT CHOCOLATE MADE WITH SEMI-SKIMMED MILK	R	100	13R	1	Grams	 	NDNS RP yr3 20/01/11 EF	1	75.4	.6	6.37	4	1.8	16.4	94	397	0	0	16.4	1	0	.1	0	3.3	13	0	12.8	1.11	.43	.01	.06	.06	6	13	6	0	6	0	14	0	.03	.18	.9	.8	.1	.1	.6	4	.4	3	73	209	106	30	111	.6	0	.6	.59	1.2	89	42	.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10725	HOT CHOCOLATE MADE WITH SEMI-SKIMMED MILK AND EXTRA CREAM	R	100	13R	1	Grams	 	NDNS RP yr3 20/01/11 EF	1	73.1	.6	6.37	3.8	5.3	15.5	121	508	0	0	15.5	.9	0	.1	0	3.2	12.2	0	12	3.34	1.23	.04	.12	.18	15	47	28	0	28	0	52	.03	.03	.17	.8	.9	.2	.1	.6	4	.4	3	69	199	102	28	106	.5	0	.5	.55	1.2	87	42	.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10726	VITAMIN D SUPPLEMENT 12.5MCG ONLY	F	1	54M	1	Capsule	 	NDNS RP yr3 20/01/11 EF	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10727	LATTE MADE WITH ESPRESSO AND SOYA MILK, PURCHASED OR TAKEAWAY ONLY	R	100	51A	1	Grams	 	NDNS RP yr3 20/01/11 EF	1	90.8	.5	5.76	2.7	1.6	2.7	36	150	0	.1	2.6	.5	.3	1.3	0	0	.8	.3	2.6	.27	.36	0	1	0	0	0	0	0	0	0	0	.68	.05	.19	.8	0	.5	0	.3	0	0	1	55	117	109	17	82	.3	0	.3	.08	.3	3	10	.19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10728	ALMUS VITAMIN B COMPOUND STRONG TABLETS	F	1	54G	1	Capsule	 	NDNS RP yr3 20/01/11 EF	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85	2	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10729	LATTE MADE WITH ESPRESSO AND SEMI-SKIMMED MILK, PURCHASED OR TAKEAWAY	R	100	51A	1	Grams	 	NDNS RP yr3 20/01/11 EF	1	90.2	.5	6.37	3.2	1.5	3.6	40	169	0	0	3.6	0	0	0	0	3.5	0	0	0	.97	.35	.01	.05	.06	6	14	6	0	6	0	15	0	.02	.18	.7	.9	.1	.1	.6	3	.4	2	39	148	109	10	87	0	0	0	0	.4	79	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10730	ORANGE PEEL	F	100	40B	1	Grams	Values taken from USDA SR 22 for orange peel raw	NDNS RP yr3 20/01/11 EF	1	75.9	.2	6.25	1.5	.2	14.4	62	263	0	0	14.4	10.6	6	6	0	0	2.4	0	0	.02	.04	.02	.04	0	0	0	125	0	125	0	21	0	.12	.1	.9	136	.3	.2	0	30	.5	1	3	212	161	22	21	.8	0	.8	.09	.3	5	1	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10731	CARROT AND CORIANDER SOUP CANNED	R	100	50C	1	Grams	 	NDNS RP yr3 20/01/11 EF	1	90.6	.1	6.25	.9	2.6	4.7	45	187	0	1.7	3	1	.6	.6	0	.3	1.5	0	2.9	1.12	.74	.04	.12	.11	4	18	1979	521	1712	12	348	0	.02	.02	.5	0	.3	0	0	4	.2	3	278	124	22	5	18	.1	0	.1	.02	.1	444	5	.06	6	0	0	0	0	0	0	0	40.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10732	VITAMIN WATER DEFENCE FORTIFIED	F	100	57C	1	Grams	Based code upon 5343	NDNS RP yr3 20/01/11 EF. Upd  CHO, energy, sugars, niacin prof, vit C, Na, Zn. NDNS Yr8 08/11/16. SK	1	95.2	0	6.25	0	0	3.2	12	50	0	0	3.2	0	0	0	0	0	3.2	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	.1	.1	0	.6	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10733	HORSETAIL CAPSULES, ANY BRAND, ANY STRENGTH	F	1	54J	1	Capsule	 	NDNS RP yr3 20/01/11 EF	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10734	COLLAGENA MEDICA CAPSULES	F	1	54K	1	Capsule	 	NDNS RP yr3 20/01/11 EF	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10735	PRINCIPLE HEALTHCARE VIT HEROES KIDS GUMMY BEAR MULTIVITS	F	1	54G	1	Capsule	 	NDNS RP yr3 28/01/11 Food name updated 06/12/12 NZ	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	120	1	0	0	0	12	2	0	0	40	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10736	FUEL ENERGY DRINK WITH CAFFEINE, TAURINE, B VITS	F	100	57B	1	Grams	Caffeine 80mg, taurine 1000mg	NDNS YR 3 15/02/11 EF	1	86	0	6.25	0	0	14	53	224	0	0	14	0	3.5	0	0	0	10.5	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	8.3	0	0	.8	2.5	0	4.2	0	80	0	7	3	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10737	COD LIVER OIL 800MG WITH VITS A,D,E, AND GARLIC	F	1	54N	1	Capsule	 	NDNS RP yr3 18/02/11 EF	1	0	0	6.25	0	.8	0	7	30	0	0	0	0	0	0	0	0	0	0	0	.17	.36	.16	.03	0	5	144	0	0	0	0	144	5	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10738	SOLGAR KANGAVITES MULTIVITAMIN AND MINERAL CHEWS	F	1	54I	1	Capsule	 	NDNS RP yr3 18/02/11 EF. Beta carotene updated only 20/12/2017 KT	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	1200	4	1200	0	350	2.5	.75	.85	10	60	10	1	3	100	5	50	0	0	64	32	0	2.5	0	2.5	.03	1.5	0	23	.25	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10739	NOURKIN EXTRA STRENGTH SUPPLEMENTS	F	1	54I	1	Capsule	Shark cartilage 300mg, vit C from acerola cherry, silica 30mg, horsetail 25mg	NDNS RP yr3 18/02/11 EF	1	0	.2	6.25	1	0	0	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10740	NUTRI FEMALE GLANDULAR SUPPLEMENT	F	1	54I	1	Capsule	 	NDNS RP yr3 18/02/11 EF	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	50	100	41	15	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10741	PHD SYNERGY WHEY POWDER FORTIFIED	F	100	50E	1	Grams	 	NDNS RP yr3 15/02/11 EF	1	2.6	8.6	6.25	54	5	33.5	387	1639	0	16.5	17	3	0	17	0	0	0	0	17	2.2	2	.1	.5	0	0	0	50	0	50	0	8	0	0	0	12.6	60	2	1.1	0	0	0	0	120	0	289	399	210	0	0	0	0	23	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10742	BAUSCH AND LOMB PRESERVISION GEL CAPSULES	F	1	54I	1	Capsule	 	NDNS RP yr3 18/02/11 EF Updated to match manufacturers information 06/07/2015 NZ	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8592	0	8592	0	1432	0	0	0	0	226	134	0	0	0	0	0	0	0	0	0	0	0	0	0	.8	34.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10743	LIQUID IRON SUPPLEMENT 27.5MG	F	1	54E	1	Teaspoon	Data per 5ml	NDNS RP yr3 18/02/11 EF	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.5	0	27.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10744	FORTISIP EXTRA NUTRITIONALLY COMPLETE SUPPLEMENT DRINK	F	100	50E	1	Grams	Data per 100ml	NDNS RP yr3 15/02/11 EF	1	65.6	1.6	6.38	10	5.3	18.9	158	668	0	9.5	9.4	0	.9	0	0	3.3	5.3	0	9.4	.6	2.82	.34	1.23	0	0	188	0	0	0	0	188	2.5	.28	.33	4	19	2.3	.3	.7	50	1	8	50	220	280	40	197	2.2	0	2.2	.34	2.4	81	35	.63	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10745	CHOCOLATE WEETABIX FORTIFIED	F	100	5R	1	Grams	Update based on 1 product 14.07.11 RS.	NDNS RP yr3 15/02/11 EF. NaCl updated 14.07.11 RS. Upd macros, sugars, FAs, niacin prof, Fe. RPYr8, SK 07/2016	1	5	1.7	5.83	10	4	73.8	353	1499	0	55	18.8	10	.9	1.1	.5	.2	16.1	0	17.2	1.7	.42	.06	.71	0	0	0	0	0	0	0	0	0	.9	1.2	14.9	0	1.5	.2	0	170	.8	6	80	397	30	83	259	12	0	12	.39	1.7	150	0	1.82	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10746	SMOOTHIES YELLOW, PURCHASED, FRUIT AND JUICE (MAX 2 PORTIONS)	R	100	61R	1	Grams	8 brands, 9 products; list at HNR	NDNS RP yr3 15/02/11 EF	1	84.2	.1	6.26	.7	.1	12.5	50	215	0	.5	12	.6	3.1	4.5	0	0	4.5	0	12	.04	.01	.01	.01	0	0	0	192	16	171	26	32	0	.11	.03	.7	23.3	.3	.1	0	18	.2	1	2	176	8	13	14	.3	0	.3	.05	.1	38	1	.2	0	0	0	57	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10747	SMOOTHIES RED, PURCHASED, FRUIT/JUICE BLEND (MAX 2 PORTIONS)	R	100	61R	1	Grams	9 brands, 16 products; list at HNR	NDNS RP yr3 15/02/11 EF	1	85.1	.1	6.26	.6	.1	11.4	46	199	0	.5	10.9	1.2	4	5.3	0	0	1.6	0	10.9	.02	.03	.03	.04	0	0	0	17	3	12	7	3	0	.07	.02	.5	19.4	.3	.1	0	17	.2	1	2	173	11	13	17	.3	0	.3	.04	.1	45	2	.23	0	0	0	49	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10748	HIPP ORGANIC TODDLER MEALS STAGE 4 (12MTH) WITH BEEF	R	100	52R	1	Grams	Raw fruit/veg replaced with cooked/pureed TH	NDNS RP yr3 17/03/11 EF Free sugars 09/08/17 TH	1	81.1	.7	6.09	4	1.9	12.6	80	338	0	10.4	2.2	1.4	.5	.5	0	.7	.5	.1	1.6	.61	.55	.03	.46	.04	7	10	1184	297	1033	5	207	.09	.06	.05	1.5	6.9	.5	.1	.2	10	.3	1	28	127	41	11	58	.4	0	.4	.03	.6	80	6	.13	2	0	0	0	0	20	0	0	10	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10749	PORK AND CHICKEN HOTDOGS WITH VEGETABLES CANNED	F	100	30B	1	Grams	Asda Great Stuff; 40% 9461, 26% 1027, 3.75% each carrot, onion, pot, peas, 12% water, 7% cornflour. Converted to amend values to match label data	NDNS RP yr3 17/03/11 EF	1	71	1.4	6.25	8.6	11.7	8.3	171	711	0	7.8	.4	.5	.1	.1	0	0	.2	.1	.1	4.9	2.5	.14	.91	.09	60	3	512	150	437	0	88	.4	.44	.12	7.5	1	.1	.2	.3	6	1	2	46	214	13	16	137	.9	.3	.5	.06	1.9	47	3	.04	10	0	0	0	0	0	0	0	3.75	0	0	7.5	0	0	40	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
10750	HEALTH ESSENTIALS PROBIOTIC A-Z MULTIVITAMIN AND MINERAL SUPPLEMENT	F	1	54I	1	Capsule	 	NDNS RP yr3 18/02/11 EF	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	1800	0	1800	0	604	10	1.8	3.2	18	90	30	3	25	400	10	45	0	80	0	100	0	4	0	4	2	15	5	0	5	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10751	COD LIVER OIL 660MG AND EVENING PRIMROSE OIL 330MG WITH VITA A,D,E	F	1	54N	1	Capsule	Natural levels of vits A,D,E from MW FA supp	NDNS RP yr3 18/02/11 EF	1	0	0	6.25	0	1	0	9	37	0	0	0	0	0	0	0	0	0	0	0	.17	.34	.16	.28	0	4	119	0	0	0	0	119	1.4	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10752	AQUADEKS MULTIVITAMIN AND MINERAL SUPPLEMENT	F	1	54I	1	Capsule	 	NDNS RP yr3 17/03/11 EF	1	0	0	6.25	0	.5	0	5	19	0	0	0	0	0	0	0	0	0	0	0	.1	.2	.01	.01	0	0	5450	0	0	0	0	5450	20	1.5	1.7	10	75	100.5	1.9	12	200	12	100	10	0	0	0	0	0	0	0	0	10	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10753	NUTRINI 1KCAL/ML NUTRITIONALLY COMPLETE SUPPLEMENT FEED	F	100	50E	1	Grams	 	NDNS RP yr3 17/03/11 EF	1	69.3	.7	6.25	4.1	6.4	20.2	150	630	0	19.1	1.1	0	0	0	.6	.1	.5	0	1.1	.8	2.5	.44	1.5	0	0	36	150	0	150	0	61	1.5	.23	.24	1.7	15	1.9	.2	.3	23	.5	6	90	165	90	17	75	1.5	0	1.5	.12	1.5	143	15	.23	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10754	WHOLEMEAL WHEAT TORTILLA WRAPS	F	100	3R	1	Grams	 	NDNS RP yr3 17/03/11 EF	1	17.7	1.5	5.75	8.4	6.4	50.5	281	1188	0	47.6	2.9	6.5	0	.8	2.1	0	0	0	0	2.17	1.78	.1	.42	.06	0	0	0	0	0	0	0	0	.27	.02	3.4	0	.2	.1	0	25	.4	1	453	126	148	18	212	1.6	0	1.6	.09	.6	728	4	.49	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10755	BATTERED SWEET AND SOUR CHICKEN WITH RICE READY MEAL PURCHASED	R	100	27A	1	Grams	Morrisons, Sainsburys and Tesco ready meals. Raw fruit replaced with cooked. BA	NDNS RP yr3 17/03/11 EF Freesugars03/08/2017BA	1	70.7	1.3	6.2	8.3	2.9	19.2	131	555	0	13	6.2	.9	.6	.7	0	0	4.9	.1	5.1	.57	1.19	.11	.54	.01	38	6	319	60	284	10	59	.18	.1	.06	4.1	6.9	.6	.2	.1	9	.5	2	25	146	16	13	79	.4	0	.4	.07	.5	62	5	.17	7	4	0	5	0	0	3	0	7	0	0	10	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
10756	NATURES PLUS ANIMAL PARADE CHEWABLE MULTIVITAMIN AND MINERAL	F	1	54I	1	Capsule	 	NDNS Yr3 24/03/11 EF	1	0	0	6.25	0	.1	.1	1	5	0	0	.1	0	0	.1	0	0	0	0	0	.05	.01	.01	.01	0	0	0	1500	0	1500	0	250	5	.75	.85	10	30	10	1	3	5	5	25	0	1	10	5	0	2.5	0	2.5	.03	1.5	0	50	.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10757	ASDA KIDS MULTIVITAMIN TABLETS	F	1	54G	1	Capsule	 	NDNS YR3 24/03/11 EF	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.8	0	30	0	1	.5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10758	HEALTHSPAN OSTEO COMPLETE (PREVIOUSLY OSTEO PLUS) SUPPLEMENT	F	1	54I	1	Capsule	 	NDNS YR 3 24/03/11 EF Food name and micronutrients updated 07/12/12 NZ	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67	0	0	0	0	0	0	0	0	0	0	0	0	267	125	0	0	0	0	.33	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10759	CHILDRENS CHEWABLE VITAMINS A,C,D	F	1	54G	1	Capsule	 	NDNS YR 3 24/03/11 EF	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	400	2.5	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10760	BOOTS GENERAL HEALTH MULTIVITAMIN	F	1	54G	1	Capsule	Also contains 450mg inulin and 75mcg vit K	NDNS yr3 24/03/11 EF	1	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	400	5	1.1	1.4	16	80	12	1.4	2.5	200	6	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10761	COD LIVER OIL 500MG WITH 400MG VIT A AND 5MCG VIT D	F	1	54N	1	Capsule	 	NDNS YR3 24/03/11 EF	1	0	0	6.25	0	.5	0	5	19	0	0	0	0	0	0	0	0	0	0	0	.11	.23	.12	.02	0	3	400	0	0	0	0	400	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
