FoodNumber	FoodGroupCode	FoodName	FoodCategory	Base	Units	Description	Dilution	Comment	EdiblePortion	ACAR	ALCO	BCAR	BCRYPT	BIOT	CA	CHO	CHOL	CL	CMON	CN3	CN6	CU	ENGFIB	FAT	FE	FOLT	FRUCT	GLUC	HFE	I	K	KCALS	KJ	LACT	MALT	MG	MILK	MN	NA	NCF	NHFE	NIACEQU	NMILK	OSUG	P	PANTO	PROT	RET	RIBO	SATFA	SE	STAR	SUCR	THIA	TOTCAR	TOTNIT	TOTSUG	TRANS	VITA	VITB12	VITB6	VITC	VITD	VITE	WATER	ZN	Fruit	DriedFruit	FruitJuice	SmoothieFruit	Tomatoes	TomatoPuree	Brassicaceae	YellowRedGreen	Beans	Nuts	OtherVeg	Beef	Lamb	Pork	ProcessRedMeat	OtherRedMeat	Burgers	Sausages	Offal	Poultry	ProcessedPoultry	GameBirds	WhiteFish	OilyFish	CannedTuna	Shellfish	CottageCheese	CheddarCheese	OtherCheese
9011	52R	FARLEYS BREAKFAST TIMERS CEREAL DRY WEIGHT	F	100	Grams	 	4	 	1	0	0	0	0	16	600	75.2	0	170	6.34	1.03	3.75	.4	4.3	13	7	100	1.8	3.1	0	6	290	443	1871	8.9	1.9	71	13.2	1.9	100	6.25	7	7	10	0	570	4.9	11	450	.6	1.17	0	52	7.5	.5	0	1.8	23.2	.14	450	2	.9	60	10	1.2	2.2	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9013	52R	BOOTS BABY DESSERTS FORTIFIED WITH VITAMINS AND MINERALS	F	100	Grams	 	1	 	1	0	0	0	0	2	28	19.7	34	56	.77	.02	.04	.07	.3	2.9	1	8	.7	.7	0	6	90	112	473	3.3	0	9	4.7	.01	36	6.25	1	.8	6.7	0	63	.3	3	85	.07	1.78	0	8.3	6.7	.05	0	.5	11.4	.14	85	.2	0	9	1.22	.8	75.3	.1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9017	16D	COURGETTE & LEEK QUICHE PASTRY MADE LARD & MARG	R	100	Grams	 	1	 	1	0	0	117	0	8	172	17.9	166	264	7.81	.17	1.61	.1	.7	23.3	1	14	0	0	0	33	132	312	1299	1.3	0	15	1.4	.18	245	6.89	1	2.6	0	0	230	.6	8.9	217	.23	11.07	4	16.5	.1	.08	117	1.4	1.4	.41	236	1.1	.1	.4	1.24	1	49.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.98	0
9020	8D	GOLDEN SYRUP CAKE PURCHASED	F	100	Grams	RP Yr 1 update based on manufacturer's data (McVities).	1	NDNS RP Yr 1 update GH. Converted to food code and amended name, water, macronutrients, energy, sugars, fatty acids, NaCl, chol, retinol, vit D (April 08).	1	0	0	64	0	7	50	64.1	135	420	4.61	.3	1.5	.11	1.1	11	1.2	10	4	4	0	22	97	353	1490	.1	0	10	.5	.17	400	6.9	1.2	2.1	40.1	.2	124	.5	3.4	73	.14	3.4	4	23.4	32.3	.08	64	.5	40.7	.12	84	.8	.1	0	.71	2.3	20.4	.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9023	27B	CHICKEN & VEG CASSEROLE WITH CASSEROLE SAUCE MIX	R	100	Grams	 	1	 	1	659	0	1875	0	1	16	4.1	46	397	2.72	.19	.93	.05	.7	6	.6	6	.3	.5	.1	7	170	117	490	.1	0	13	1.2	.05	299	7.81	.5	5.6	.4	.1	97	.6	11.9	7	.06	1.68	6	2.5	.6	.06	2205	1.9	1.6	.07	375	0	.2	.5	.09	.2	76.8	.7	0	0	0	0	0	0	0	13.16	0	0	4.39	0	0	0	0	0	0	0	0	37.04	0	0	0	0	0	0	0	0	0
9025	9C	INSTANT DESSERT MADE WITH WATER	R	100	Grams	 	1	 	1	0	0	0	0	0	4	10.8	0	8	.05	0	.03	.04	.2	3.1	.1	0	0	0	0	0	12	71	296	.4	0	2	.4	.02	198	6.25	.1	.1	6.9	0	117	.1	.4	0	0	2.87	0	3.5	6.9	0	0	.1	7.3	.01	0	0	0	0	0	0	82.1	.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9026	8B	APPLE TURNOVER FLAKY PASTRY PURCHASED	F	100	Grams	RP Yr 1 update based on manufacturers' data (four products).	1	NDNS RP Yr 1 update GH. Changed recipe to 40/60 stewed apple/flaky pastry from 50/50, then converted to food code. Amended water, macronutrients, energy, sugars, fatty acids, NaCl (April 08).	1	0	0	104	6	1	36	55.7	13	360	6.7	.23	1.77	.08	1.1	18.5	.8	3	5.9	1.6	0	3	109	391	1640	0	0	10	6.1	.29	230	7.24	.8	1.3	24.4	0	46	.1	3.8	88	.02	9.2	0	25.3	23	.08	107	.6	30.5	.07	106	0	.1	.5	1.05	1	20.9	.3	10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9027	23B	BEEF AND PORK MEATBALLS DEEPFRIED	R	100	Grams	 	1	 	1	0	0	5	0	3	17	13.5	58	72	5.3	.44	1.86	.1	1	11.6	1	22	.2	.3	.2	10	347	202	845	0	0	20	1.1	.08	42	8.8	.8	5.2	0	.2	112	.7	11.9	15	.1	3.02	6	12.3	.4	.29	5	1.9	1.1	.15	16	.8	.4	5	.51	1.4	61.8	1.7	0	0	0	0	0	0	0	0	0	0	11	13.33	0	13.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9030	38A	CHIPS STRAIGHT CUT FROZEN FRIED PALM OIL	R	100	Grams	 	1	 	1	5427	0	6784	0	0	7	24.8	0	95	9.41	.11	1.94	.12	1.9	22.9	.6	30	.1	.3	0	7	519	311	1294	0	0	24	.9	.14	10	10.42	.6	1.6	0	0	53	.4	3	0	.02	10.3	1	23.9	.4	.27	9497	.5	.9	0	1583	0	.3	12.7	0	7.6	47.1	.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9032	6R	NESTLE CURIOUSLY CINNAMON, FORMERLY CINNAMON GRAHAMS	F	100	Grams	RP Yr 1 update based on manufacturer's data.	1	MANU DATA/ M+W6 97  13/08/04 updated breakfast cereals project 2004 BH  Updated for NDNS rolling prog pilot study 15/12/06 RT. Manu data  NDNS RP Yr 1 update GH. Amended name, sub-grp, water, macros, energy, sugars, fatty acids, NaCl (March 08).	1	0	0	0	0	3	267	81.7	0	790	3.73	.11	1.69	.25	3.7	9.9	11.9	170	.7	.5	0	3	313	415	1757	0	1.2	63	12.4	1.53	500	5.83	11.9	17.5	22	0	206	5.1	4.9	0	1.4	3.8	3	47.3	32	1.2	0	.8	34.4	0	0	.9	1.7	51	0	3.6	4.3	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9038	9H	PANCAKES MADE WITH SKIMMED MILK	R	100	Grams	 	1	 	1	0	0	3	0	5	78	25.4	83	102	4.47	.42	8.43	.06	1	17.4	1	11	0	0	0	17	128	277	1158	1.5	0	13	1.7	.21	44	7.69	1	2	0	0	104	.5	6.4	40	.16	2.88	4	23.7	.1	.09	3	1.1	1.7	.03	40	.8	.1	.3	.37	4.4	51.3	.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9046	54F	CALCIUM SANDOZ SYRUP	F	1	Teaspoon	 	1	 	1	0	0	0	0	0	108	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	24	0	0	0	0	0	0	6.25	0	0	1.5	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1.5	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9051	23B	MEAT BALLS IN ONION GRAVY	R	100	Grams	 	1	 	1	509	0	1459	0	2	15	1.2	36	404	2.66	.08	.18	.06	.4	6.7	1.2	40	.2	.2	.4	8	130	107	446	0	0	9	.8	.03	488	6.25	.7	4.9	.1	.1	78	.2	10.6	4	.12	2.92	4	.3	.4	.03	1713	1.7	.9	.32	290	1	.2	.4	.42	.2	79.3	2.4	0	0	0	0	0	0	0	12.69	0	0	6.35	46.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9053	53R	ICE CREAM, SOYA ALTERNATIVE, DAIRY FREE	F	100	Grams	 	1	Ice creams & desserts project, ADAS 1998, sample 24.	1	0	0	0	0	1	16	23.2	1	135	5.15	.13	1.7	.12	.1	12.4	1.1	13	1.6	5.3	0	2	103	209	873	0	1.3	18	0	.16	87	6.25	1.1	1.1	22.9	1.6	45	.4	2.5	0	0	3.73	2	.3	13.1	.08	0	.4	22.9	.72	0	0	0	0	0	1.2	58.9	.3	0	0	0	0	0	0	0	0	13.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9054	2R	PARATHA WITH BUTTER (WHITE FLOUR)	R	100	Grams	 	1	 	1	0	0	105	0	2	89	52.8	42	269	3.46	.13	.54	.13	2.2	15.8	1.2	7	0	0	0	18	190	371	1563	1.9	0	23	2.3	.46	117	7.34	1.2	2.8	0	0	126	.5	7.8	145	.12	9.82	3	50.5	.3	.18	105	1.3	2.3	.52	162	.3	.1	.4	.14	.6	23.7	.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9055	1R	CORNMEAL PORRIDGE HALF MILK HALF WATER	R	100	Grams	 	1	 	1	0	0	10	5	2	61	12.3	7	47	.63	.02	.21	.02	.3	2.4	.2	3	0	0	0	15	101	80	339	2.3	0	11	2.3	.02	22	7.33	.2	.6	0	0	63	.3	2.9	16	.11	1.32	2	10	0	.03	13	.5	2.3	.04	18	.4	.1	.9	0	0	82.5	.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9060	1D	MACARONI CHEESE PIE SCOTCH PIE SHELL PURCH.	R	100	Grams	 	1	 	1	0	0	27	0	1	107	21.6	20	468	3.37	.11	.4	.11	1.1	10.8	.5	6	0	0	0	11	80	198	831	1.1	.1	13	1.4	.19	346	6.4	.5	1.7	0	0	135	.3	5	49	.09	5.75	2	20.3	.1	.04	27	.8	1.4	.39	54	.3	.1	.2	.16	.5	61.1	.6	0	0	0	0	0	0	0	0	0	0	12.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3	0
9061	9C	CUSTARD WITH SEMI-SK MILK AND SWEETENER	R	100	Grams	 	1	 	1	0	0	10	0	3	176	10.3	10	150	.58	.02	.09	0	0	2.5	.1	5	0	0	0	27	229	82	346	5.7	0	15	5.7	0	79	9.75	.1	1	0	0	141	.7	5.2	22	.29	1.58	0	4.5	0	.04	10	.8	5.7	.1	24	1	.1	1.5	0	.1	78.9	.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9066	43R	PREWETTS FRUIT BAR	R	100	Grams	 	1	 	1	0	0	14	0	10	127	54.3	1	155	2.67	.08	1.16	.55	2.5	6.6	1.4	18	20.7	21.6	0	16	662	288	1219	3.6	0	58	28.4	.82	46	6.16	1.4	3	20.3	.5	168	.6	6.2	34	.16	2.3	6	5.6	2.3	.24	14	1	48.7	.08	36	.2	.3	2.8	.9	1.1	23.4	.8	17.09	59.83	0	0	0	0	0	0	0	7.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9072	13R	SAINSBURYS THICK MILK SHAKE PASTEURISED	R	100	Grams	 	1	 	1	0	0	26	0	2	112	11.4	10	80	.64	.01	.07	.01	0	2.7	0	11	0	0	0	30	143	80	336	4.1	0	10	4.1	0	40	6.37	0	.7	7.3	0	87	.4	3.2	38	.2	1.69	1	0	7.3	.03	26	.5	11.4	.09	42	.7	.1	1.7	.03	.1	82.7	.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9074	37K	NUT CUTLETS FRIED IN VEGETABLE OIL	F	100	Grams	 	1	 	1	614	0	213	0	7	84	18.7	0	340	10.85	1.77	6.44	.32	1.7	22.3	1.3	9	.2	.3	0	6	190	289	1205	0	0	60	1.3	.5	210	6.25	1.3	2.5	0	.1	140	.4	4.8	0	.1	2.01	4	17.3	.7	.12	520	.8	1.3	.25	87	0	.2	1	0	5.2	51.6	1	0	0	0	0	0	0	0	29.6	0	17.37	15.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9075	50D	SPLIT PEA SOUP WITH HAM	R	100	Grams	 	1	 	1	2	0	33	0	1	11	16.2	24	613	2.57	.11	.66	.08	1.9	4.8	1.5	24	0	.2	.1	3	324	159	673	0	0	30	1.2	.35	508	12.25	1.4	4.8	.3	.6	203	.6	13.9	0	.1	1.05	5	14.7	.6	.34	34	2.2	1.4	.02	6	.3	.2	0	.24	.3	62.7	1.8	0	0	0	0	0	0	0	0	0	0	35.63	0	0	0	20.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9077	48C	REDUCED ALCOHOL ROSE WINE	R	100	Grams	 	1	 	1	0	2.3	0	0	1	17	10.1	0	6	0	0	0	.01	0	0	.9	1	5.4	4.6	0	3	60	54	229	0	0	7	0	.1	6	6.25	.9	.1	10.1	0	12	0	0	0	.01	0	1	0	0	0	0	0	10.1	0	0	0	0	0	0	0	87.1	.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9080	34D	WHITING SMOKED STEAMED OR MICROWAVED	R	100	Grams	 	1	 	1	0	0	0	0	1	21	0	55	140	.26	.14	.09	.01	0	.9	.1	14	0	0	0	80	400	92	389	0	0	28	0	.01	110	6.25	.1	5.7	0	0	190	.2	20.9	0	.31	.13	25	0	0	.05	0	3.3	0	0	0	1	.2	0	0	.4	76.9	.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
9088	34F	PRAWN CURRY	R	100	Grams	 	1	 	1	0	0	279	0	1	80	4.6	113	900	.16	.09	.28	.13	1.3	.8	2.7	16	.6	.8	.2	13	229	68	287	0	0	31	2	.17	584	7.81	2.5	2.9	0	.3	122	.1	10.7	0	.07	.15	12	2.6	.4	.06	279	1.7	2	0	47	3.6	.1	9.6	0	1.5	78.8	1.1	0	0	0	0	0	0	0	3.36	0	0	27.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.12	0	0	0
9090	16D	OMELETTE-FRIED IN LARD	R	100	Grams	 	1	 	1	0	0	24	0	15	167	.2	301	430	7.15	.13	1.79	.17	0	20	1.5	23	0	0	0	43	143	242	1002	.2	0	16	.2	.01	331	6.68	1.4	4.7	.1	0	257	1.1	15.1	194	.37	8.42	10	0	0	.14	24	2.4	.2	.33	198	2.2	.1	0	1.37	.9	62.8	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9091	25B	SWEET 'N' SOUR PORK	R	100	Grams	 	1	 	1	131	0	472	7	1	11	6.3	26	57	3.07	.14	1.06	.08	.5	7.6	.6	11	2	2	.1	3	209	122	511	0	0	13	2	.2	51	6.53	.6	2.7	4.2	.1	69	.4	7.7	0	.08	2.7	5	.2	2	.11	541	1.2	6.2	.03	90	.3	.1	5.6	.28	.5	77.5	.7	16.25	0	0	0	28.63	0	0	3.22	0	0	15.75	0	0	32.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9092	38A	CRINKLE CUT CHIPS FRIED IN TREX	R	100	Grams	 	1	 	1	0	0	0	0	0	8	25.8	70	99	6.72	.16	2.28	.12	2	16.8	.6	32	.2	.3	0	5	541	261	1089	0	0	26	.9	.15	11	10.42	.6	1.7	0	0	56	.4	3.2	0	.03	6.78	2	24.9	.5	.28	0	.5	.9	0	0	0	.4	13.2	0	.2	52	.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9093	9G	ANGEL DELIGHT MADE UP WITH WATER	R	100	Grams	 	1	 	1	0	0	0	0	0	4	10.8	0	8	.05	0	.03	.04	.2	3.1	.1	0	0	0	0	0	12	71	296	.4	0	2	.4	.02	198	6.25	.1	.1	6.9	0	117	.1	.4	0	0	2.87	0	3.5	6.9	0	0	.1	7.3	.01	0	0	0	0	0	0	82.1	.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9094	27B	CHICKEN FRIED IN OLIVE OIL	R	100	Grams	 	1	 	1	0	0	0	0	2	6	0	91	65	3.02	.09	.51	.04	0	5.1	.4	6	0	0	.2	7	446	171	718	0	0	35	0	.01	53	6.25	.2	21.3	0	0	301	1.6	31	0	.13	1	16	0	0	.14	0	5	0	.02	0	0	.6	0	.29	.3	64.6	.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
9096	23B	LASAGNE MADE WITH LEAN MINCE	R	100	Grams	 	1	 	1	1	0	161	5	2	113	12.8	34	296	2.19	.1	.44	.16	1.3	7.5	1.1	19	.7	.6	.2	14	227	159	668	.9	.2	21	2.5	.17	186	8.33	.9	4.1	.2	.1	140	.4	11	51	.13	3.79	5	10.1	.2	.04	164	1.8	2.7	.27	78	1	.2	12.2	.27	.7	65.8	2.1	0	0	0	0	17.26	0	0	0	0	0	12.43	14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9097	30B	SAUSAGE FRIED IN PALM OIL(BATTERED)-TAKEAWAY	R	100	Grams	 	1	 	1	2092	0	2619	0	4	69	24.5	69	730	9.25	.18	2.37	.16	1.5	22.8	1	10	0	.6	.2	17	156	337	1406	1.1	1.3	16	3.2	.23	506	7.27	.9	2.7	0	0	229	.5	9.5	27	.15	9.45	4	21.3	.3	.08	3665	1.5	3.2	.16	638	.9	.1	.5	.62	3.4	41.4	.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.3	0	0	0	0	0	0	0	0	0	0	0
9098	1E	SPAGHETTI CAEBRBONARA	R	100	Grams	 	1	 	1	0	0	46	0	3	80	23.1	52	353	4.23	.13	.99	.06	1.1	12.3	.7	10	.1	0	0	9	94	233	975	.1	.7	21	1	.24	248	6.49	.6	3.4	0	0	123	.4	8.8	95	.09	5.71	7	22.1	0	.16	46	1.5	1	.26	103	.5	.1	.2	.23	.4	56.2	1	0	0	0	0	0	0	0	0	0	0	2.82	0	0	0	11.27	0	0	0	0	0	0	0	0	0	0	0	0	6.37	0
9099	1D	PASTA SALAD SAINSBURYS ITALIAN STYLE	R	100	Grams	 	1	 	1	0	0	99	11	1	20	25.5	0	61	5.39	.66	2.51	.03	1.2	10.5	.5	9	.5	.4	0	2	98	202	847	0	.5	16	1.4	.22	15	5.92	.5	1.3	5.3	0	48	.2	3.1	0	.01	1.23	3	18.8	5.3	.07	105	.5	6.7	0	17	0	0	4.2	0	2.6	59.1	.4	0	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9101	50R	TOMATO KETCHUP-REDUCED SALT/SUGAR	F	100	Grams	 	1	Code updated for NDNS rolling prog pilot study.  18/12/06 NK..	1	0	0	224	13	1	25	20.8	0	1080	0	0	0	.4	.4	0	1.2	1	4.1	3.8	0	2	590	85	363	0	0	19	1.3	.1	700	6.25	1.2	2.4	15.9	0	43	.2	1.8	0	.09	0	0	3.5	9.3	1	230	.3	17.2	0	38	0	0	2	0	1	76.2	.1	0	0	0	0	0	18.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9103	33R	COD(FILLET) IN BREADCRUMBS/EGG FRIED IN OLIVE OIL	R	100	Grams	 	1	 	1	0	0	0	0	3	28	9.2	89	172	6.13	.31	.86	.06	.3	9.7	.6	16	.1	0	0	110	357	202	845	0	.5	25	.6	.1	120	7.75	.6	5.3	0	0	208	.4	19.9	24	.1	1.64	28	8.6	0	.1	0	3.2	.6	.02	24	1.2	.2	0	.21	.9	60.6	.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.19	0	0	0	0	0	0
9106	33R	COD FISH IN BATTER FRIED IN PALM OIL	R	100	Grams	 	1	 	1	2233	0	2796	0	4	66	19.9	77	296	4.72	.2	1.02	.06	.8	12.4	.7	13	0	0	0	83	308	250	1047	1.2	0	23	1.3	.17	179	8.24	.7	4.3	0	0	186	.5	15.8	32	.14	5.41	20	18.6	.1	.09	3912	2.6	1.3	.03	684	1.1	.2	.5	.21	3.6	51.7	.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.51	0	0	0	0	0	0
9108	34F	SEAFOOD PAELLA (NO RICE)	R	100	Grams	 	1	 	1	0	1.3	165	8	1	60	2.3	48	981	.23	.13	.1	.3	.4	.7	1.1	14	1	1	.3	27	224	55	232	0	0	26	1.7	.07	634	6.25	.8	2.2	.6	.1	91	.2	7.6	2	.04	.12	11	.1	.1	.04	169	1.2	2.2	0	30	2.2	.1	5.9	0	1.4	84.6	.7	0	0	0	0	46.65	0	0	0	0	0	9.52	0	0	0	0	0	0	0	0	0	0	0	6.7	0	0	26.91	0	0	0
9109	52R	HEINZ YOGURT DESSERT	F	100	Grams	 	1	 	1	0	0	4	0	2	150	14	1	130	.4	.06	.23	0	.2	.8	.1	16	2.3	2.3	0	48	210	65	277	1.3	0	15	2.1	0	64	6.25	.1	1.1	6.9	.8	120	.3	1.4	10	.21	.07	0	5	2.3	.05	4	.2	9	.01	11	.2	.1	1	.01	0	83.8	.5	12.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9110	44R	BOOTS SUCROSE FREE CHOCCO BAR	F	100	Grams	 	1	 	1	0	0	11	0	4	215	55	23	185	10.04	.1	1.09	.24	.8	33	1.4	11	.1	45.1	0	30	385	530	2215	9.8	0	50	9.8	.22	85	6.25	1.4	2.7	45.2	0	220	.7	6.7	24	.49	19.55	4	0	0	.07	11	1.1	55	.41	26	1	0	0	0	.5	5.3	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9111	16D	EGG WHITE FRIED IN VEGETABLE OIL	R	100	Grams	 	1	 	1	0	0	0	0	8	5	0	0	186	4.28	.52	1.87	.02	0	8	.1	10	0	0	0	4	164	112	465	0	0	12	0	0	208	7.35	.1	3	0	0	36	.3	9.9	0	.42	.94	7	0	0	.01	0	1.6	0	0	0	.1	0	0	0	1.8	79.1	.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9112	13B	BIRDS EYE SUPER WHIP LOW FAT CREAM	F	100	Grams	 	1	 	1	0	0	0	0	2	88	10.5	30	43	4.23	.69	2.5	0	0	8.7	.2	4	0	2.6	0	0	93	123	514	1.4	0	6	1.4	0	42	6.38	.2	.7	5.4	1.4	74	.3	1.4	0	.19	.78	2	3.7	1.4	.04	0	.2	6.8	.09	0	.5	.1	1	0	.6	79.9	.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9113	14R	TOFU CHEESE	F	100	Grams	 	1	 	1	0	0	2	0	19	494	6.3	0	925	4.24	.4	10.25	1.2	.2	18	1.2	15	0	0	0	2	63	290	1209	0	0	23	3	.4	600	6.38	1.2	1.4	0	1	95	.1	26	0	.02	2.31	17	3.3	2	.06	2	4.1	3	0	0	0	.1	0	0	2.9	50	.7	0	0	0	0	0	0	0	0	16.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
9115	15B	YOGURT, SOYA ALTERNATIVE, LOW FAT, WITH FRUIT AND SUGAR	F	100	Grams	 	1	nutrient analysis of yogurts, fromage frais and chilled desserts. C&C. 98, samp 13	1	0	0	0	0	1	14	12.8	0	22	.36	.13	.92	0	.3	1.8	.5	6	2	2.7	0	10	94	73	311	0	0	15	2.3	.18	24	5.7	.5	.9	9.7	0	71	.1	2.3	23	.02	.28	2	.7	7.4	.11	0	.4	12.1	0	23	0	0	0	0	1.9	81.1	.2	9.58	0	0	0	0	0	0	0	7.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9121	1R	WEST INDIAN DUMPLING NO FAT	R	100	Grams	 	1	 	1	0	0	0	0	1	151	43	0	418	.14	0	.14	.07	1.8	.8	.9	5	0	0	0	0	103	187	798	0	.1	14	.3	.45	421	5.95	.9	1.9	0	0	250	.2	4.8	0	.02	.26	2	42.7	.3	.11	0	.8	.3	0	0	0	.1	0	0	.3	51.5	.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9125	23B	BOLOGNAISE SAUCE-LEAN MINCE TOMATOES PEPPER	R	100	Grams	 	1	 	1	2	0	298	12	1	27	4	41	163	1.89	.06	.18	.11	1.1	4.9	2	30	1.6	1.4	.5	8	393	117	493	0	0	23	3.2	.13	103	10.59	1.5	5.7	.4	.2	114	.4	14.5	2	.09	2.09	4	.3	.4	.07	305	2.3	3.6	.23	53	1.5	.3	26.8	.3	1.2	73.5	3.2	0	0	0	0	38.54	0	0	0	0	0	27.76	31.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9126	27B	TURKEY FRIED IN OLIVE OIL	R	100	Grams	 	1	 	1	0	0	0	0	2	5	0	72	83	2.64	.06	.52	.08	0	4.5	.6	7	0	0	.2	8	534	177	746	0	0	41	0	.01	87	.18	.4	20.2	0	0	369	.9	34	0	.15	1.01	17	0	0	.07	0	0	0	.01	0	1	.6	0	.39	.1	61.2	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.11	0	0	0	0	0	0	0	0	0
9128	34D	FISH CHOWDER	R	100	Grams	 	1	 	1	896	0	2683	0	1	32	1.4	41	138	8.16	.17	.92	.1	1	11.5	.9	21	.3	.4	.2	95	414	176	736	0	0	21	1.3	.05	109	12.25	.7	5.3	0	0	224	.3	17	2	.09	1.67	27	.2	.5	.12	3131	2.7	1.3	0	524	2.7	.4	8	0	1.3	66.7	.5	0	0	0	0	0	0	0	14.23	0	0	5.98	0	0	0	0	0	0	0	0	0	0	0	45.58	0	0	0	0	0	0
9129	2R	BRIOCHE	F	100	Grams	 	1	nutrient analysis of bread. LGC 1999. Sample 35	1	0	0	19	0	9	106	53	25	337	2.21	.1	.68	.22	2.3	9.5	2.2	46	2.5	2.2	0	26	152	320	1350	0	.8	27	5.5	.43	509	5.7	2.2	4	6.2	0	154	.7	8.8	79	.19	4.71	13	41.3	6.2	.2	19	1.5	11.7	.72	82	.6	.1	0	.05	.5	27.5	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
