"Marine Scotland Site ID","Date Registered","Site Name","National Grid Reference","Local Authority","Producing in Last 3 Years","Site Address 1","Site Address 2","Site Address 3","Site Post Code","Site Contact Number","Aquaculture Type","Water Type","Health Surveillance","Easting","Northing","MS Management Area","Region","Operator","Species"
"SS0668","17-May-2002","Scarva Ayre 2","HU428706","Shetland","Yes","Scarva Ayre","Dales Voe, Delting","","ZE2 9QP","","Shellfish","Seawater","Low","442800","1170600","2c - NE Shetland mainland","Shetland","Hunter Salmon (Shellfish)","N/A, Common mussel"
"FS1330","07-Feb-2019","Sconser Quarry","NG562321","Highland","Yes","Caol Mhor, Maol Ban","Sconser","","IV48 8TD","","Fish","Seawater","Medium","156200","832100","11b - Sound of Raasay, Ainort, Scalpay","Highland","Mowi Scotland Ltd","Lumpsucker, Atlantic Salmon, N/A, Wrasse"
"FS0502","25-May-1993","Scotasay","NG190979","Western Isles","Yes","Cuddy Point","Scalpay","Isle of Harris","HS4 3YD","","Fish","Seawater","Medium","119000","897900","5b - SE Lewis, E Harris","Western Isles","Bakkafrost Scotland","Wrasse, N/A, Lumpsucker, Atlantic Salmon"
"SS0740","10-Aug-2005","Scottish Association for Marine Science ","NM880341","Argyll and Bute","Yes","Scottish Association for Marine Science","Dunbeg by Oban","Argyll","PA37 1QA","","Shellfish","Seawater","High","188000","734100","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Strathclyde","Scottish Association for Marine Science","Brittle stars, Edible sea urchin, Abalone (green ormer), Flat or native oyster, King scallop, Pacific Oyster, Whiteleg shrimp, Razor shell, Common mussel, Dublin Bay prawn, N/A, Sea anemone species, Purple sea urchin, Aquarium spp (mollusc) - non-sus, Queen Scallop, Green Sea Urchin"
"SS0748","16-Sep-2005","Scuttavoe, Gruting","HU274496","Shetland","Yes","Selivoe","Bridge of Walls","","ZE2 9NR","","Shellfish","Seawater","Low","427400","1149600","3b - Gruting, Vaila, Walls","Shetland","Selivoe Shellfish","Common mussel, N/A"
"SS0476","03-Dec-1991","Seafield Centre","NG834391","Highland","Yes","10 Achintraid","Ross-shire","Ross-shire","IV54 8XB","","Shellfish","Seawater","High","183400","839100","14a - Carron, Kishorn, Alsh, Duich","Highland","Seafield Oysters","Flat or native oyster, N/A, Pacific Oyster"
"FS0760","04-May-1993","Seafield Hatchery","NG832402","Highland","No","N/A","","","","","Fish","Freshwater","Medium","183200","840200","Not in a management area","Highland","River Carron Restoration Project","Brown Trout and sea trout, N/A, Atlantic Salmon"
"FS1042","13-Jun-2002","Seaforth","NB231032","Western Isles","Yes","The Old Ruin","Maaruig","","HS3 3AG","","Fish","Seawater","Low","123100","903200","5b - SE Lewis, E Harris","Western Isles","Mowi Scotland Ltd","Atlantic Salmon, N/A, Lumpsucker, Wrasse"
"SS0825","07-Dec-2010","Seaforth Island East","NB215113","Western Isles","Yes","Lime Park","Scalpay","Western Isles","HS4 3XZ","","Shellfish","Seawater","Low","121500","911300","5b - SE Lewis, E Harris","Western Isles","Seaforth Mussels","Common mussel, N/A"
"SS0840","09-Feb-2012","Seaforth South","NB214083","Western Isles","Yes","Lime Park","Scalpay","Western Isles","HS4 3XZ","","Shellfish","Seawater","Low","121400","908300","5b - SE Lewis, E Harris","Western Isles","Seaforth Mussels","N/A, Common mussel"
"SS0650","18-Sep-2001","Seggi Bight","HU297594","Shetland","Yes","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","High","429700","1159400","4a - South St Magnus Bay","Shetland","Shetland Mussels Ltd","N/A, Common mussel"
"FS0103","10-Mar-1978","Selcoth Burn","NT136074","Dumfries and Galloway","No","N/A","","","","","Fish","Freshwater","High","313600","607400","","Dumfries & Galloway","Selcoth Fisheries Ltd","N/A, Rainbow Trout"
"SS0861","11-Jun-2013","Seli Voe (Gardenhouse Voe)","HU333470","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","433300","1147000","3a - SW Shetland mainland","Shetland","Blueshell Mussels Ltd","Common mussel, N/A"
"SS0654","01-Nov-2001","Selivoe","HU281481","Shetland","Yes","Selivoe","Bridge of Walls","","ZE2 9NR","","Shellfish","Seawater","Medium","428100","1148100","3b - Gruting, Vaila, Walls","Shetland","Selivoe Shellfish","N/A, Common mussel"
"FS0228","19-Mar-1992","Selivoe (High Banks)","HU332460","Shetland","No","N/A","","","","","Fish","Seawater","Medium","433200","1146000","3a - SW Shetland mainland","Shetland","Scottish Sea Farms Ltd","Wrasse, Lumpsucker, Atlantic Salmon, N/A"
"FS0316","01-Jan-1988","Setter Voe","HU377360","Shetland","Yes","Gremista","Lerwick","","ZE1 0PX","","Fish","Seawater","Low","437700","1136000","3a - SW Shetland mainland","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, Lumpsucker, N/A"
"FS1076","12-Mar-2004","Setterness North (Bomlo)","HU479714","Shetland","Yes","Gremista","Lerwick","","ZE1 0PX","","Fish","Seawater","Medium","447900","1171400","2c - NE Shetland mainland","Shetland","Scottish Sea Farms Ltd","N/A, Atlantic Salmon, Lumpsucker"
"FS0954","04-May-1999","Sgeir Bhuidhe","NB402219","Western Isles","No","N/A","","","","","Fish","Seawater","Medium","140200","921900","","Western Isles","Mowi Scotland Ltd","Atlantic Salmon, N/A, Wrasse, Lumpsucker"
"FS1262","04-May-2012","Sgeir Dughall","NG770610","Highland","Yes","Kenmore","Ross-shire","","IV54 8XH","","Fish","Seawater","Medium","177000","861000","11a - Torridon","Highland","Bakkafrost Scotland","Lumpsucker, Atlantic Salmon, Wrasse, N/A"
"SS0848","08-Aug-2012","Sgeir Earshader","NB159337","Western Isles","No","N/A","","","","","Shellfish","Seawater","Low","115900","933700","","Western Isles","Loch Fyne Oysters Ltd","Pacific Oyster, N/A"
"SS0478","20-Dec-1991","Sgeir Fhada","NC215492","Highland","Yes","Loch Laxford","Sutherland","","-","","Shellfish","Seawater","Medium","221500","949200","9b - Laxford","Highland","Loch Laxford Shellfish Ltd.","N/A, Common mussel"
"SS0094","28-Oct-1985","Sgeir Lag Choan","NN028338","Argyll and Bute","No","N/A","","","","","Shellfish","Seawater","Low","202800","733800","Not in a management area","Strathclyde","O-Fish-Shell Ltd","Common mussel, N/A"
"SS0359","15-May-1990","Sgeir Liath","NM873391","Argyll and Bute","Yes","Glencoe Etive Park","North Connel","by Oban Argyll","PA37 1SJ","","Shellfish","Seawater","High","187300","739100","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Strathclyde","Lochnell Oysters","Pacific Oyster, Purple sea urchin, Flat or native oyster, Common mussel, N/A"
"SS0851","29-Oct-2012","Sgeir Liath - Mhor","NM776172","Argyll and Bute","Yes","The Ferry House","Easdale Island","Oban, Argyll","PA34 4TB","","Shellfish","Seawater","Low","177600","717200","16d - Seil Sound to Loch Craignish","Strathclyde","Seil Sound Shellfish","N/A, Pacific Oyster"
"SS0628","20-Mar-2001","Sgeir Mhic Chomheinn","NM711390","Argyll and Bute","No","N/A","","","","","Shellfish","Seawater","","171100","739000","","Strathclyde","Douglas Wilson","Common mussel, N/A"
"SS0773","06-Mar-2007","Sgeir nan Each","NB376207","Western Isles","Yes","The Meadows, 18A Gress","Western Isles","Western Isles","HS2 0NB","","Shellfish","Seawater","Medium","137600","920700","5a - E Lewis","Western Isles","Lewis Mussels","Common mussel, N/A"
"SS0576","26-May-1999","Sgeir nan Ron (Site 4)","NM977337","Argyll and Bute","No","N/A","","","","","Shellfish","Seawater","Low","197700","733700","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Strathclyde","Muckairn Mussels","N/A, Common mussel"
"FS1281","04-Oct-2013","Sgian Dubh","NS079748","Argyll and Bute","Yes","Toward","Argyll","Argyll","PA23 7UJ","","Fish","Seawater","Medium","207900","674800","19b - Kyles of Bute","Strathclyde","Bakkafrost Scotland","Atlantic Salmon, Wrasse, Lumpsucker, N/A"
"SS0349","06-Dec-1999","Sgier Liath Beag","NM777175","Argyll and Bute","No","N/A","","","","","Shellfish","Seawater","","177700","717500","","Strathclyde","Seil Sound Shellfish","Pacific Oyster, N/A"
"SS0558","19-Mar-1998","Shalder's Ayre","HU386395","Shetland","Yes","N/A","","","","","Shellfish","Seawater","Low","438600","1139500","3a - SW Shetland mainland","Shetland","C&A Thomason Ltd","Common mussel, N/A"
"FS0860","01-Oct-1995","Shapinsay","HY501213","Orkney","Yes","Orkney Regional Office","Scapa","Orkney","KW15 1SD","","Fish","Seawater","Medium","350100","1021300","8b - Central Orkney","Orkney","Scottish Sea Farms Ltd","Wrasse, N/A, Atlantic Salmon, Lumpsucker"
"FS0108","06-Jun-1985","Shell","NB386104","Western Isles","No","N/A","","","","","Fish","Seawater","Medium","138600","910400","","Western Isles","Mowi Scotland Ltd","Atlantic Salmon, Wrasse, Lumpsucker, N/A"
"SS0936","09-Sep-2020","Shrimp Aquarium Room","NT250641","Midlothian","Yes","The Roslin Institute","Easter Bush Campus","","EH25 9RG","","Shellfish","Freshwater","Medium","325000","664100","Not in a management area","Lothian","The Roslin Institute","N/A, Whiteleg shrimp"
"FS0465","01-May-1987","Shuna Castle","NM775094","Argyll and Bute","Yes","Kilmelford","","Argyll","PA34 4XA","","Fish","Seawater","Medium","177500","709400","16d - Seil Sound to Loch Craignish","Strathclyde","Kames Fish Farming Ltd","Atlantic Salmon, Rainbow Trout, N/A"
"FS1354","16-Mar-2022","Shuna Point","NM923502","Argyll and Bute","New","South Shian","Connel","Oban, Argyll","PA37 1SB","","Fish","Seawater","Medium","192300","750200","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Strathclyde","Scottish Sea Farms Ltd","Lumpsucker, Wrasse, N/A, Atlantic Salmon"
"FS1290","17-Sep-2014","Shuna SW (Rubh'an Trilleachain)","NM756075","Argyll and Bute","Yes","Craobh Haven","Loch Melfort","","PA31 8UA","","Fish","Seawater","Medium","175600","707500","16d - Seil Sound to Loch Craignish","Strathclyde","Kames Fish Farming Ltd","Lumpsucker, Atlantic Salmon, Wrasse, N/A"
"FS0361","25-Apr-1998","Sian Bay","NC446623","Highland","Yes","Sian Bay","Loch Eriboll, Port Chamuill, Laid","Lairg, Sutherland","IV27 4UE","","Fish","Seawater","High","244600","962300","9a - Loch Eriboll","Highland","Scottish Sea Farms Ltd","Atlantic Salmon, Wrasse, Lumpsucker, N/A"
"FS0824","10-Sep-1993","Sinnis Point Loch Shin","NC518125","Highland","No","N/A","","","","","Fish","Freshwater","","251800","912500","","Highland","Scottish Sea Farms Ltd","N/A, Atlantic Salmon"
"SS0004","16-Oct-1985","Site 1","NM685634","Highland","Yes","Salen","Argyll","Argyll","PH36 4JN","","Shellfish","Seawater","High","168500","763400","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Highland","Sunart Sea Farm Ltd","Pacific Oyster, Common mussel, King scallop, N/A, Queen Scallop, Flat or native oyster"
"SS0131","02-Dec-1985","Site 1","NG392314","Highland","Yes","Loch Harport,","Carbost,","Isle of Skye","-","","Shellfish","Seawater","Low","139200","831400","12c - Bracadale","Highland","Isle of Skye Oysters","Pacific Oyster, N/A"
"SS0286","18-Jul-1988","Site 1","NS052822","Argyll and Bute","Yes","Loch Striven,","Argyll","","-","","Shellfish","Seawater","Low","205200","682200","19b - Kyles of Bute","Strathclyde","Francis McGhee","Pacific Oyster, Common mussel, N/A"
"SS0302","01-Dec-1988","Site 1","NM771194","Argyll and Bute","Yes","Ardencaple Bay,","Oban","","-","","Shellfish","Seawater","High","177100","719400","16d - Seil Sound to Loch Craignish","Strathclyde","Ardencaple Oysters D.C.","Pacific Oyster, Flat or native oyster, N/A"
"SS0301","12-Dec-1988","Site 1","NM773159","Argyll and Bute","Yes","Balvicar Farm","Balvicar","Oban, Argyll","PA34 4TE","","Shellfish","Seawater","Low","177300","715900","16d - Seil Sound to Loch Craignish","Strathclyde","Druim Oysters","N/A, Pacific Oyster"
"SS0320","26-Apr-1989","Site 1","NG828403","Highland","No","Seafield","Loch Kishorn","Wester Ross","-","","Shellfish","Seawater","Low","182800","840300","14a - Carron, Kishorn, Alsh, Duich","Highland","Loch Kishorn Oysters","Pacific Oyster, N/A"
"SS0326","27-Jun-1989","Site 1","NR918835","Argyll and Bute","Yes","Otter Spit","Loch Fyne","Argyll","-","","Shellfish","Seawater","Low","191800","683500","19a - Fyne","Strathclyde","Ballimore Estate","Pacific Oyster, N/A"
"SS0423","09-Nov-1989","Site 1","NM393421","Argyll and Bute","No","N/A","","","","","Shellfish","Seawater","","139300","742100","","Strathclyde","R.B. & S.L.  Barlow","King scallop, N/A, Queen Scallop"
"SS0734","17-May-2005","Site 1","NB392243","Western Isles","Yes","Lochside Cottage","22a Crossbost, Lochs","","HS2 9NP","","Shellfish","Seawater","Low","139200","924300","5a - E Lewis","Western Isles","Isle of Lewis Oysters","Pacific Oyster, N/A"
"SS0233","30-Jul-1987","Site 1 (north)","NG665164","Highland","Yes","Loch Eishort,","Isle of Skye","","-","","Shellfish","Seawater","Low","166500","816400","Not in a management area","Highland","Loch Eishort Mussel Centre","Common mussel, N/A"
"SS0836","18-Nov-2011","Site 1 South Stromness Voe","HU382444","Shetland","Yes","8 Skelladale","Brae","","ZE2 9QQ","","Shellfish","Seawater","Low","438200","1144400","3a - SW Shetland mainland","Shetland","Pund Shellfish","Common mussel, N/A"
"SS0005","16-Oct-1985","Site 2","NM700640","Highland","No","N/A","","","","","Shellfish","Seawater","","170000","764000","","Highland","Sunart Sea Farm Ltd","N/A, Common mussel"
"SS0132","02-Dec-1985","Site 2","NG385315","Highland","No","N/A","","","","","Shellfish","Seawater","","138500","831500","","Highland","Isle of Skye Oysters","Pacific Oyster, N/A"
"SS0424","09-Nov-1989","Site 2","NM372419","Argyll and Bute","No","N/A","","","","","Shellfish","Seawater","","137200","741900","","Strathclyde","R.B. & S.L.  Barlow","King scallop, N/A, Queen Scallop"
"SS0405","19-Jun-1990","Site 2","NB420256","Western Isles","No","N/A","","","","","Shellfish","Seawater","","142000","925600","","Western Isles","Western Isles Mussels","Common mussel, N/A"
"SS0666","15-May-2002","Site 2 South Stromness Voe","HU378436","Shetland","Yes","8 Skelladale","Brae","","ZE2 9QQ","","Shellfish","Seawater","Low","437800","1143600","3a - SW Shetland mainland","Shetland","Pund Shellfish","Common mussel, N/A"
"SS0006","16-Oct-1985","Site 3","NM700624","Highland","Yes","Salen","Argyll","Argyll","PH36 4JN","","Shellfish","Seawater","High","170000","762400","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Highland","Sunart Sea Farm Ltd","N/A, Queen Scallop, King scallop, Pacific Oyster, Flat or native oyster, Common mussel"
"SS0133","02-Dec-1985","Site 3","NG389318","Highland","No","N/A","","","","","Shellfish","Seawater","","138900","831800","","Highland","Isle of Skye Oysters","Pacific Oyster, N/A"
"SS0007","16-Oct-1985","Site 4","NM715627","Highland","No","Salen","Argyll","Argyll","PH36 4JN","","Shellfish","Seawater","High","171500","762700","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Highland","Sunart Sea Farm Ltd","Common mussel, Pacific Oyster, Queen Scallop, N/A, Flat or native oyster, King scallop"
"FS1312","14-Dec-2017","Skelwick Skerry","HY524450","Orkney","Yes","Unit 3 Quarry Road","Pierowall Westray","","KW17 2DH","","Fish","Seawater","Low","352400","1045000","8a - Westray","Orkney","Cooke Aquaculture Scotland Ltd","Atlantic Salmon, N/A"
"SS0904","20-Mar-2017","Skewart Holm (Linga)","HU284587","Shetland","Yes","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","High","428400","1158700","4a - South St Magnus Bay","Shetland","Shetland Mussels Ltd","Common mussel, N/A"
"FS0156","01-Jan-1984","Skipport","NF840381","Western Isles","No","N/A","","","","","Fish","Seawater","","84000","838100","","Western Isles","Mowi Scotland Ltd","Halibut, N/A"
"FS1018","20-Mar-2001","Slocka Ronas Voe","HU285827","Shetland","Yes","North Mavine","Heylor","","ZE2 9RL","","Fish","Seawater","Medium","428500","1182700","4b - Ronas Voe","Shetland","Scottish Sea Farms Ltd","Lumpsucker, Wrasse, Atlantic Salmon, N/A"
"SS0757","25-Oct-2005","Slyde (Aith Voe)","HU348586","Shetland","Yes","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","High","434800","1158600","4a - South St Magnus Bay","Shetland","Shetland Mussels Ltd","Common mussel, N/A"
"FS0400","01-Jan-1993","Snaraness","HU234567","Shetland","No","c/o Blackness Pier","Scalloway","","ZE1 0TQ","","Fish","Seawater","Low","423400","1156700","4a - South St Magnus Bay","Shetland","Scottish Sea Farms Ltd","Wrasse, Lumpsucker, Atlantic Salmon, N/A"
"FS0542","13-Jan-1992","Snarravoe","HP568013","Shetland","Yes","c/o Quoys Hatchery","Haroldswick, Unst","","ZE2 9DW","","Fish","Freshwater","Low","456800","1201300","Not in a management area","Shetland","Cooke Aquaculture (Freshwater) Ltd","N/A, Atlantic Salmon"
"FS0646","10-May-1991","Soay","NB064058","Western Isles","Yes","Ardhasaig","","","HS3 3DJ","","Fish","Seawater","Low","106400","905800","6b - West Loch Tarbert, W Harris","Western Isles","Mowi Scotland Ltd","N/A, Wrasse, Atlantic Salmon, Lumpsucker"
"SS0483","15-Dec-1991","Soriby Bay","NM429402","Argyll and Bute","No","Isle of Ulva","Isle of Mull","","-","","Shellfish","Seawater","High","142900","740200","16a - Tuath, na Keal","Strathclyde","Isle of Ulva Oysters","Flat or native oyster, Pacific Oyster, N/A"
"FS1260","16-Feb-2012","Sound of Harris","NG009794","Western Isles","Yes","Hebrides Office","The Pier, Lochmaddy","North Uist","HS6 5AA","","Fish","Seawater","Low","100900","879400","5c - E North Uist","Western Isles","Loch Duart Ltd","Wrasse, Lumpsucker, Atlantic Salmon, N/A"
"SS0841","16-Feb-2012","Sound of Harris (Shellfish)","NG009794","Western Isles","No","North Lamerick","Berneray","North Uist Western Isles","HS6 5BQ","","Shellfish","Seawater","Medium","100900","879400","5c - E North Uist","Western Isles","Namara Projects Ltd","Pacific Oyster, N/A"
"FS0691","01-Jan-1988","Sound of Hoy","HU377452","Shetland","No","N/A","","","","","Fish","Seawater","High","437700","1145200","3a - SW Shetland mainland","Shetland","Scottish Sea Farms Ltd","Lumpsucker, Atlantic Salmon, Wrasse, N/A"
"SS0580","31-Aug-1999","Sound of Scalpay","NG225975","Western Isles","No","Lime Park","Scalpay","Western Isles","HS4 3XZ","","Shellfish","Seawater","Low","122500","897500","5b - SE Lewis, E Harris","Western Isles","Seaforth Mussels","Common mussel, N/A"
"SS0798","27-Mar-2008","Sounds of Barra","NF714081","Western Isles","Yes","27a Eoligarry","","","HS9 5YD","","Shellfish","Seawater","Medium","71400","808100","7c - Barra","Western Isles","Traigh Mhor Oysters","Pacific Oyster, N/A"
"FS0123","04-Jun-1987","Souray","HY448319","Orkney","No","N/A","","","","","Fish","Seawater","","344800","1031900","","Orkney","Cooke Aquaculture Scotland Ltd","N/A, Atlantic Salmon"
"FS0121","21-Oct-1985","Sourin Hatchery","HY438311","Orkney","Yes","The Hatchery","Sourin Rousay","","KW17 2PR","","Fish","Freshwater","Low","343800","1031100","Not in a management area","Orkney","Orkney Trout","Rainbow Trout, N/A"
"SS0547","16-Jun-1996","South Ardnaclach Farm","NM948432","Argyll and Bute","Yes","Loch Creran","nr. North Shian, Appin","Argyll","-","","Shellfish","Seawater","High","194800","743200","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Strathclyde","Creran Oysters","N/A, Pacific Oyster, Flat or native oyster"
"FS1198","03-Aug-2010","South Cava","ND333989","Orkney","Yes","Lyness","Hoy","Orkney","KW16 3NT","","Fish","Seawater","Low","333300","998900","8c - Scapa Flow","Orkney","Cooke Aquaculture Scotland Ltd","Lumpsucker, Atlantic Salmon, N/A"
"SS0035","03-Oct-1989","South Drovinish","NB140323","Western Isles","Yes","West Earshader","Bernera","","HS2 9LP","","Shellfish","Seawater","Medium","114000","932300","6a - Loch Roag","Western Isles","Loch Fyne Oysters Ltd","N/A, Common mussel"
"FS0335","08-Jul-1993","South Drumachro","NR645467","Argyll and Bute","Yes","South Drumachro","Argyll","Argyll","PA41 7AD","","Fish","Seawater","Low","164500","646700","18b - Gigha","Strathclyde","Otter Ferry Seafish  Ltd","Halibut, Wrasse, N/A"
"SS0961","19-May-2022","South East of Roesound Skerry","HU331450","Shetland","New","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","433100","1145000","3a - SW Shetland mainland","Shetland","Blueshell Mussels Ltd","N/A, Common mussel"
"FS1097","12-Sep-2006","South Havra","HU367269","Shetland","No","N/A","","","","","Fish","Seawater","High","436700","1126900","","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"FS0962","17-Jun-1999","South Holm ","HU581985","Shetland","No","Uyeasound","Unst","","ZE2 9DL","","Fish","Seawater","Low","458100","1198500","1b - S Unst, E Yell, Fetlar","Shetland","Cooke Aquaculture Scotland Ltd","Atlantic Salmon, N/A"
"SS0774","07-Mar-2007","South Holms Geo","HU385303","Shetland","Yes","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","Low","438500","1130300","3a - SW Shetland mainland","Shetland","Zetland Mussels Ltd","N/A, Common mussel"
"FS0642","01-Mar-1991","South Loch Scadavay","NF878664","Western Isles","No","N/A","","","","","Fish","Freshwater","Low","87800","866400","Not in a management area","Western Isles","Bakkafrost Scotland","Atlantic Salmon, Brown Trout and sea trout, N/A"
"FS0217","08-Nov-1985","South Loch Shiel","NM735685","Highland","No","N/A","","","","","Fish","Freshwater","Low","173500","768500","Not in a management area","Highland","Mowi Scotland Ltd","Atlantic Salmon, N/A"
"FS1111","08-May-2008","South Moine","NM800005","Argyll and Bute","No","N/A","","","","","Fish","Seawater","Medium","180000","700500","","Strathclyde","Mowi Scotland Ltd","Wrasse, N/A, Atlantic Salmon"
"SS0520","29-Mar-1994","South Shian Bay 2","NM906422","Argyll and Bute","Yes","South Shian","Connel","Oban, Argyll","PA37 1SB","","Shellfish","Seawater","Medium","190600","742200","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Strathclyde","Shian Fisheries Ltd","Pacific Oyster, N/A"
"SS0083","30-Nov-1985","South Side of Loch Feochan","NM858235","Argyll and Bute","Yes","By Knipoch,","Near Oban,","Argyll","-","","Shellfish","Seawater","Low","185800","723500","Not in a management area","Strathclyde","J.P.D.Korff & D.T.Williams","N/A, Pacific Oyster"
"SS0707","05-Apr-2004","South Side, Dales Voe","HU430702","Shetland","Yes","South Side","Dales Voe, Delting","Shetland","-","","Shellfish","Seawater","Low","443000","1170200","2c - NE Shetland mainland","Shetland","Hunter Salmon (Shellfish)","N/A, Common mussel"
"FS0183","30-Sep-1991","South Sound","HU322698","Shetland","Yes","c/o Blackness Pier","Scalloway","","ZE1 0TQ","","Fish","Seawater","Medium","432200","1169800","4c - N St Magnus Bay","Shetland","Scottish Sea Farms Ltd","Wrasse, Atlantic Salmon, N/A, Lumpsucker"
"SS0663","12-Mar-2002","South Voe Burra","HU372321","Shetland","Yes","Lower Voe","","","ZE2 9PX","","Shellfish","Seawater","Medium","437200","1132100","3a - SW Shetland mainland","Shetland","Olnafirth Sea Farm Ltd","N/A, Common mussel"
"SS0659","14-Feb-2002","South Wick Cullivoe","HP546016","Shetland","No","N/A","","","","","Shellfish","Seawater","","454600","1201600","","Shetland","C&A Thomason Ltd","N/A, Common mussel"
"SS0658","12-Feb-2002","South of Houss Holm","HU374308","Shetland","Yes","Houss","Burra","","ZE2 9LE","","Shellfish","Seawater","Low","437400","1130800","3a - SW Shetland mainland","Shetland","George Duncan (Shellfish) Ltd","Common mussel, N/A"
"SS0722","12-Oct-2004","South of Ness of Bixter","HU336511","Shetland","Yes","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","Medium","433600","1151100","3a - SW Shetland mainland","Shetland","Zetland Mussels Ltd","Common mussel, N/A"
"SS0673","30-Jul-2002","South of Whalwick","HU402362","Shetland","Yes","Sained","Eastvoe, Scalloway","","ZE1 0US","","Shellfish","Seawater","Medium","440200","1136200","3a - SW Shetland mainland","Shetland","Eastvoe Shellfish","N/A, Common mussel"
"FS0785","01-Jan-1996","Spoose Holm","HU353382","Shetland","No","Gremista","Lerwick","","ZE1 0PX","","Fish","Seawater","Low","435300","1138200","3a - SW Shetland mainland","Shetland","Scottish Sea Farms Ltd","N/A, Lumpsucker, Atlantic Salmon"
"SS0847","08-Aug-2012","Sron A Ghobhann","NB112329","Western Isles","No","West Earshader","Bernera","","HS2 9LP","","Shellfish","Seawater","Medium","111200","932900","6a - Loch Roag","Western Isles","Loch Fyne Oysters Ltd","N/A, Common mussel"
"SS0942","11-Jan-2021","Sron An Dubh Aird","NG873554","Highland","No","Treetops","Sheildaig","","IV54 8XN","","Shellfish","Seawater","Low","187300","855400","11a - Torridon","Highland","Loch Torridon Mussels","N/A, Common mussel"
"SS0918","11-Jun-2018","Sron na Saobhaidh","NM786609","Highland","Yes","Garvan Glen","Garvan","","PH33 7AW","","Shellfish","Seawater","Low","178600","760900","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Highland","Fass Fern Mussels","Common mussel, N/A"
"FS1265","22-Aug-2012","St Abbs Marine Station (Finfish)","NT920672","Scottish Borders","No","The Harbour","St Abbs","Berwickshire","TD14 5QF","","Fish","Seawater","Low","392000","667200","21 - St Abbs","Borders","St Abbs Marine Station (Finfish)","Turbot, Red gurnard, Haddock, Ling, Lemon sole, Yarrell's blenny, Topknot, Atlantic wolffish, Tadpole fish, N/A, Wrasse, Short-spined sea scorpion, Thornback Ray/Skate, Common Dab, Eelpout, Three-bearded rockling, Grey gurnard, Long-spined sea scorpion, Blonde Ray/Skate, Lesser spotted dogfish, Tub gurnard"
"SS0850","22-Aug-2012","St Abbs Marine Station (Shellfish)","NT920672","Scottish Borders","Yes","The Harbour","St Abbs","Berwickshire","TD14 5QF","","Shellfish","Seawater","Low","392000","667200","21 - St Abbs","Borders","St Abbs Marine Station (Shellfish)","Dublin Bay prawn, European spiny lobster (crawfish), King scallop, European lobster, Squat lobster species, Loligo spp, N/A, Common hermit crab, Crab species, Eledone spp, Flame shell, Ocean quahog, Northern horse mussel, Razor shell, Flat or native oyster, Sand gaper"
"FS0552","14-Oct-1985","St Mungos","NN936075","Perth and Kinross","Yes","Frandy Hatchery","Glen Devon","","FK14 7JZ","","Fish","Freshwater","High","293600","707500","Not in a management area","Tayside","Dawnfresh Farming Ltd","Rainbow Trout, N/A"
"SS0815","03-Mar-2010","Stany Pund","HU477933","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","447700","1193300","Not in a management area","Shetland","Blueshell Mussels Ltd","Common mussel, N/A"
"FS0422","01-Jan-1990","Stattic Point","NG978960","Highland","No","N/A","","","","","Fish","Seawater","","197800","896000","","Highland","Mowi Scotland Ltd","Atlantic Salmon, N/A"
"FS0637","19-Dec-1988","Stead of Aithness","HU322599","Shetland","Yes","Cooke Aquaculture Scotland Ltd","Aith Pier","Aith Bixter","ZE2 9NB","","Fish","Seawater","Low","432200","1159900","4a - South St Magnus Bay","Shetland","Cooke Aquaculture Scotland Ltd","Lumpsucker, Atlantic Salmon, N/A"
"SS0606","05-Sep-2000","Stream Sound","HU394347","Shetland","Yes","c/o Blueshell Mussels Ltd","Sparl, Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","439400","1134700","3a - SW Shetland mainland","Shetland","SI Seafarms Ltd","N/A, Common mussel"
"FS0570","17-Oct-1985","Strome","NG876365","Highland","Yes","Dunosdale","Lochcarron","Ross-shire","IV54 8YH","","Fish","Seawater","Medium","187600","836500","14a - Carron, Kishorn, Alsh, Duich","Highland","Bakkafrost Scotland","N/A, Atlantic Salmon, Lumpsucker, Wrasse"
